"","rownb","Subject","Group","Condition","VideoTrial","VideoName","Target","Match","NbMatches","Checked_KS","Comment_KS","Comment_GMM"
"2883",2884,"NS_176","NS","Path",11,"trt_pourou","Popi cruza una calle tirando de un carrito","cruza:cruzar_V%tirando de:tirando-de_Ger",2,"","",""
"3777",3778,"NS_204","NS","Manner",14,"trt_pourou","Popi cruza la carretera con un carrito","cruza:cruzar_V",1,"","",""
"2750",2751,"NS_172","NS","Manner",10,"prd_balcol","Popi hace rodar una pelota colina abajo","hace rodar:hacer-rodar_Vphrase%abajo:abajo_AdvP",2,"","",""
"732",733,"23","L2","Manner",5,"tgm_sacdun","Popi arrastra el saco por un cerro","arrastra:arrastrar_V",1,"","",""
"2466",2467,"NS_163","NS","Path",23,"pre_pnemai","Popi entra un neumático en la casa","entra:entrar_V",1,"","",""
"2297",2298,"NS_158","NS","Control",19,"pgm_paqdun","lleva un regalo por la arena de la playa","lleva:llevar_V",1,"","",""
"2375",2376,"NS_160","NS","Control",31,"tgm_sactoi","Popi sube un saco al tejado de una casa","sube:subir_V",1,"","",""
"2618",2619,"NS_168","NS","Path",10,"prd_balnei","Popi empujó una pelota de colores cuesta abajo en la nieve","empujó:empujar_V%abajo:abajo_AdvP",2,"","",""
"2939",2940,"NS_178","NS","Manner",1,"pgm_paqtoi","Popi sube una cuesta","sube:subir_V",1,"","",""
"1543",1544,"47","L2","Manner",24,"trm_voitoi","Popi sube a una casa con un carro","sube:subir_V",1,"","",""
"1286",1287,"39","L2","Manner",31,"trd_bronei","Popi bajó una falda con un carrito","bajó:bajar_V",1,"","",""
"876",877,"27","L2","Control",17,"tgd_malcol","Popi va tirando un baúl bajando el cerro","va:ir_V%bajando:bajando_Ger%tirando:tirando-de_Ger",3,"","",""
"3754",3755,"NS_203","NS","Control",24,"tre_cadmai","Popi entra en la casa con un carrito de la compra","entra en:entrar_V",1,"","",""
"122",123,"4","L2","Control",22,"trm_voidun","Popi ha traído un coche de juguete sobre la arena","traído:traer_V",1,"","",""
"3828",3829,"NS_205","NS","Path",32,"pgt_panrou","Popi vuelve a cruzar de nuevo el camino mojado empujando la cesta grande con manzanas","vuelve a cruzar:cruzar_V%empujando:empujando_Ger",2,"","",""
"1365",1366,"42","L2","Path",11,"trt_pourou","Popi cruza el camino llevando un coche de bebé","cruza:cruzar_V%llevando:llevando_Ger",2,"","",""
"1371",1372,"42","L2","Path",17,"tgt_cherou","Popi cruza un camino arrastrando un caballito de juguete","cruza:cruzar_V%arrastrando:arrastrando_Ger",2,"","",""
"2149",2150,"NS_154","NS","Control",3,"trm_voitoi","Popi empuja el coche por un tejado de una casa en la montaña","empuja:empujar_V",1,"","",""
"809",810,"25","L2","Control",16,"prt_rourue","Popi ha cruzado la calle con una rueda","ha cruzado:cruzar_V",1,"","",""
"3660",3661,"NS_199","NS","Manner",29,"prt_rourou","Popi cruza la carretera empujando la rueda","cruza:cruzar_V%empujando:empujando_Ger",2,"","",""
"1125",1126,"35","L2","Manner",2,"trt_pourue","Popi cruza una calle tirando un carrito de bebé","cruza:cruzar_V%tirando:tirando-de_Ger",2,"","",""
"3126",3127,"NS_183","NS","Manner",23,"tgt_cherou","Popi cruza el río con un balancín encima del caballo","cruza:cruzar_V",1,"","",""
"1671",1672,"51","L2","Path",20,"tgt_cherue","Popi cruza un caminito con un caballo de juguete","cruza:cruzar_V",1,"","",""
"1744",1745,"53","L2","Path",27,"tgt_cherou","Popi cruza la calle con un juguete","cruza:cruzar_V",1,"","",""
"617",618,"19","L2","Control",22,"prm_boudun","caminó en la arena con un flotador","caminó:caminar_V",1,"","",""
"2081",2082,"NS_152","NS","Control",1,"trt_pourue","Popi está arrastrando un carrito","está arrastrando:arrastrar_V",1,"","",""
"862",863,"27","L2","Control",3,"prt_rourue","Popi cruza la calle rodando una rueda azul y violeta","cruza:cruzar_V",1,"","",""
"281",282,"9","L2","Path",16,"prm_boutoi","un chico sube un flotador en el techo de una casa","sube:subir_V",1,"","",""
"317",318,"10","L2","Manner",19,"prm_boutoi","Popi empuja una rueda por el techo","empuja:empujar_V",1,"","",""
"1173",1174,"36","L2","Control",17,"tgt_cherou","Popi ha cruzado el camino con un caballo de madera un juguete","ha cruzado:cruzar_V",1,"","",""
"2498",2499,"NS_164","NS","Manner",22,"pgd_valcol","Popi baja la maleta por una cuesta","baja:bajar_V",1,"","",""
"1262",1263,"39","L2","Manner",7,"tgm_sacdun","Popi está subiendo una falda con un sac pulto","está subiendo:subir_V",1,"","",""
"990",991,"30","L2","Path",32,"tgm_sacdun","Popi sube la duna con un saco","sube:subir_V",1,"","",""
"3170",3171,"NS_185","NS","Manner",1,"prd_balnei","Popi está haciendo rodar una pelota cuesta abajo en la nieve","está haciendo rodar:hacer-rodar_Vphrase%abajo:abajo_AdvP",2,"","",""
"1690",1691,"52","L2","Manner",6,"prt_rourue","el Popi se cruza la calle con una rueda","cruza:cruzar_V",1,"","",""
"3491",3492,"NS_194","NS","Manner",25,"pgm_paqdun","Popi empuja un regalo gigante duna arriba","empuja:empujar_V%arriba:arriba_AdvP",2,"","",""
"2563",2564,"NS_166","NS","Path",21,"tgt_cherou","Popi cruza una carretera arrastrando un caballo de juguete","cruza:cruzar_V%arrastrando:arrastrando_Ger",2,"","",""
"2683",2684,"NS_170","NS","Control",9,"tge_chagro","Popi ha llevado una silla hasta la cueva","ha llevado:llevar_V%hasta la cueva:hacia/hasta-BOUNDARY_PP",2,"","",""
"2320",2321,"NS_159","NS","Path",9,"trm_voidun","Popi ha arrastrado un coche de juguete por una duna de la playa","ha arrastrado:arrastrar_V",1,"","",""
"390",391,"12","L2","Control",26,"tgd_malnei","Popi bajó una colina de nieve con un baúl","bajó:bajar_V",1,"","",""
"3288",3289,"NS_188","NS","Control",20,"tgm_sactoi","Popi ha subido al tejado de la granja arrastrando un saco","ha subido:subir_V%arrastrando:arrastrando_Ger",2,"","",""
"3510",3511,"NS_195","NS","Path",11,"pge_tabgro","Popi empuja una mesa hacia la cueva","empuja:empujar_V%hacia la cueva:hacia/hasta-BOUNDARY_PP",2,"","",""
"1887",1888,"58","L2","Manner",5,"pgd_valcol","Popi empuja una maleta por una colina","empuja:empujar_V",1,"","",""
"2088",2089,"NS_152","NS","Control",8,"pre_pnegro","Popi arrastra una rueda y se mete en una cueva","arrastra:arrastrar_V%mete:meter_V",2,"","",""
"3787",3788,"NS_204","NS","Manner",24,"prd_balcol","Popi rueda una pelota cuesta abajo","rueda:rodar_V%abajo:abajo_AdvP",2,"","",""
"3346",3347,"NS_190","NS","Control",12,"trt_pourue","Popi está llevando un carrito al otro lado de la carretera","está llevando:llevar_V%al otro lado de la carretera:PREP-otro-lado_PP",2,"","",""
"1166",1167,"36","L2","Control",10,"pre_pnemai","Popi ha entrado en la granja con una rueda de coche","ha entrado en:entrar_V",1,"","",""
"818",819,"25","L2","Control",25,"tre_cadmai","Popi ha entrado en un granero con un carrito","ha entrado en:entrar_V",1,"","",""
"3354",3355,"NS_190","NS","Control",20,"tre_cadgro","Popi está arrastrando un carro hacia el interior de una cueva","está arrastrando:arrastrar_V%hacia el interior de una cueva:PREP-el-interior_PP",2,"","",""
"904",905,"28","L2","Manner",12,"pgm_paqdun","Popi subió una duna con un paquete","subió:subir_V",1,"","",""
"2728",2729,"NS_171","NS","Path",21,"tre_cadmai","Popi entra en un granero arrastrando un carrito","entra en:entrar_V%arrastrando:arrastrando_Ger",2,"","",""
"2464",2465,"NS_163","NS","Path",21,"tgm_sactoi","Popi sube el tejado arrastrando un saco","sube:subir_V%arrastrando:arrastrando_Ger",2,"","",""
"2556",2557,"NS_166","NS","Path",14,"tgm_sactoi","Popi arrastra un saco sobre un techo","arrastra:arrastrar_V",1,"","",""
"1422",1423,"44","L2","Control",2,"prd_balcol","Popi ha empujado una pelota inflantado [=inflable] abajo de la colina","ha empujado:empujar_V%abajo:abajo_AdvP",2,"","",""
"3201",3202,"NS_185","NS","Manner",32,"tgt_cherou","Popi cruza un camino con un caballo de madera de juguete","cruza:cruzar_V",1,"","",""
"1011",1012,"31","L2","Control",20,"pge_tabgro","Popi entra la cueva con una mesa de madera","entra:entrar_V",1,"","",""
"209",210,"7","L2","Control",10,"pre_pnemai","Popi poner [=pone] la rueda dentro en la campo","pone:poner_V%dentro:(a)dentro_AdvP",2,"","",""
"2039",2040,"NS_150","NS","Manner",25,"trt_pourou","Popi cruza la carretera con un carrito ","cruza:cruzar_V",1,"","",""
"2849",2850,"NS_175","NS","Control",10,"tge_chagro","Popi llevaba una silla verde al interior de una cueva","llevaba:llevar_V%al interior de una cueva:PREP-el-interior_PP",2,"","",""
"2973",2974,"NS_179","NS","Manner",2,"tgd_malnei","Popi baja la montaña de nieve un cofre","baja:bajar_V",1,"","",""
"3769",3770,"NS_204","NS","Manner",6,"trm_voitoi","Popi tira de un coche por un tejado","tira de:tirar-de_V",1,"","",""
"3363",3364,"NS_190","NS","Control",29,"tge_chamai","Popi está arrastrando una silla hacia el interior de una casa","está arrastrando:arrastrar_V%hacia el interior de una casa:PREP-el-interior_PP",2,"","",""
"2909",2910,"NS_177","NS","Control",4,"prt_rourou","Popi hace girar una rueda atravesando un camino","hace girar:hacer-girar_Vphrase%atravesando:atravesando_Ger",2,"","",""
"172",173,"6","L2","Path",6,"tgt_cherou","Popi cruza la calle o el camino con un caballo de juguete","cruza:cruzar_V",1,"","",""
"2124",2125,"NS_153","NS","Control",11,"pgt_panrue","Popi ha cruzado la calle empujando una caja con manzanas","ha cruzado:cruzar_V%empujando:empujando_Ger",2,"","",""
"260",261,"8","L2","Manner",28,"tgt_cherou","Popi tira el caballo de juguete sobre el río","tira:tirar-de_V",1,"","",""
"1569",1570,"48","L2","Control",17,"prt_rourue","Popi lleva una rueda a través de una calle","lleva:llevar_V%a través:a-través-de_PP",2,"","",""
"534",535,"17","L2","Path",5,"tgd_malnei","Popi está en las montañas y trae una caja muy fuerte atrás su espalda","trae:traer_V%atrás:detrás/atrás_AdvP",2,"","",""
"2240",2241,"NS_156","NS","Control",28,"prd_balcol","Popi empuja haciendo rodar una gran pelota por una colina","empuja:empujar_V%haciendo rodar:haciendo-rodar_Vphrase-Ger",2,"","",""
"1705",1706,"52","L2","Manner",21,"tgd_malcol","el Popi arrastra un paquete bajo de la colina","arrastra:arrastrar_V",1,"","",""
"3641",3642,"NS_199","NS","Manner",10,"tge_chamai","Popi arrastra una silla dentro de un edificio","arrastra:arrastrar_V%dentro:(a)dentro_AdvP",2,"","",""
"915",916,"28","L2","Manner",23,"pgd_valnei","Popi empujó su maleta un cerro de nieve","empujó:empujar_V",1,"","",""
"711",712,"22","L2","Path",17,"tgm_sacdun","Popi sube la duna con un saco","sube:subir_V",1,"","",""
"2961",2962,"NS_178","NS","Manner",23,"trt_pourou","Popi lleva un carro de bebé de un lado al otro del camino","lleva:llevar_V%de un lado al otro:de-un-lado-al-otro_PP",2,"","",""
"3687",3688,"NS_200","NS","Manner",23,"pgd_valcol","Popi empuja una maleta por una cuesta","empuja:empujar_V",1,"","",""
"1483",1484,"45","L2","Manner",30,"tgd_malnei","el chico tira de una caja bajando una colina","tira de:tirar-de_V%bajando:bajando_Ger",2,"","",""
"2319",2320,"NS_159","NS","Path",8,"pge_tabgro","Popi ha arrastrado una mesa antigua introduciendo en una cueva","ha arrastrado:arrastrar_V%introduciendo:introduciendo_Ger",2,"","",""
"467",468,"15","L2","Manner",4,"pgd_valcol","Popi ha empujado una maleta grande de una colina","ha empujado:empujar_V",1,"","",""
"273",274,"9","L2","Path",8,"tre_cadgro","una persona va por el bosque con una un saco para la compra","va:ir_V",1,"","",""
"3453",3454,"NS_193","NS","Control",20,"trd_brocol","Popi baja la carreta en una montaña","baja:bajar_V",1,"","",""
"846",847,"26","L2","Manner",20,"pgd_valcol","Popi empuja una maleta de una cuesta","empuja:empujar_V",1,"","",""
"1517",1518,"46","L2","Path",31,"trm_voidun","Popi sube el cerro de arena con un carro de juego","sube:subir_V",1,"","",""
"3220",3221,"NS_186","NS","Control",18,"pre_pnegro","Popi mete la rueda en la cueva","mete:meter_V",1,"","",""
"686",687,"21","L2","Path",25,"pgt_panrou","Popi va un lado al otro con manzanas","va:ir_V",1,"","",""
"2987",2988,"NS_179","NS","Manner",16,"pgt_panrou","Popi empuja la cesta de frutas hacia el otro lado de la calle","empuja:empujar_V%hacia el otro lado de la calle:PREP-otro-lado_PP",2,"","",""
"381",382,"12","L2","Control",17,"trd_brocol","Popi bajó una loma con algo para llevar","bajó:bajar_V",1,"","",""
"2175",2176,"NS_154","NS","Control",29,"pgd_valnei","Popi está en la nieve bajando una maleta ","bajando:bajando_Ger",1,"","",""
"2948",2949,"NS_178","NS","Manner",10,"pgt_panrou","Popi transporta una cesta con manzanas a través de un camino","transporta:transportar_V%a través:a-través-de_PP",2,"","",""
"2495",2496,"NS_164","NS","Manner",19,"prm_boudun","Popi sube el flotador por una montaña de arena","sube:subir_V",1,"","",""
"3722",3723,"NS_201","NS","Control",25,"trd_brocol","Popi ha bajado con una carretera [=carretilla] amarilla una ladera en una especie de llanura","ha bajado:bajar_V",1,"","",""
"3393",3394,"NS_191","NS","Manner",26,"trd_brocol","Popi tira de una carretilla por el campo","tira de:tirar-de_V",1,"","",""
"3705",3706,"NS_201","NS","Control",8,"pge_tabmai","Popi ha empujado una mesa al interior de un establo","ha empujado:empujar_V%al interior de un establo:PREP-el-interior_PP",2,"","",""
"1813",1814,"55","L2","Manner",30,"trt_pourue","Popi tira de un carrito de bebé por el camino","tira de:tirar-de_V",1,"","",""
"1481",1482,"45","L2","Manner",28,"pgt_panrue","el chico empuja una cesta de manzanas cruzando la calle","empuja:empujar_V%cruzando:cruzando_Ger",2,"","",""
"1654",1655,"51","L2","Path",3,"tge_chagro","Popi ha venido trayendo una silla con la cual entra en una cueva","entra en:entrar_V%ha venido:venir_V%trayendo:trayendo_Ger",3,"","",""
"2116",2117,"NS_153","NS","Control",3,"prt_rourou","Popi ha cruzado el río con una rueda","ha cruzado:cruzar_V",1,"","",""
"2892",2893,"NS_176","NS","Path",20,"tgd_malcol","Popi baja una cuesta con un cofre","baja:bajar_V",1,"","",""
"1196",1197,"37","L2","Control",7,"tgd_malnei","trae la cosa en el colino nevado","trae:traer_V",1,"","",""
"23",24,"1","L2","Manner",22,"pre_pnegro","Popi ha rodado una rueda a la cueva","ha rodado:rodar_V",1,"","",""
"3183",3184,"NS_185","NS","Manner",14,"pre_pnemai","Popi mete una rueda en una granja","mete:meter_V",1,"","",""
"410",411,"13","L2","Path",13,"tgt_cherue","Popi está cruzando la calle con un caballo de juguete","está cruzando:cruzar_V",1,"","",""
"2058",2059,"NS_151","NS","Control",11,"pgt_panrou","Popi arrastra un cesto de frutas","arrastra:arrastrar_V",1,"","",""
"37",38,"2","L2","Control",3,"prd_balnei","bajó de donde había nieve","bajó:bajar_V",1,"","",""
"2712",2713,"NS_171","NS","Path",5,"pre_pnegro","Popi arrastra una rueda a una cueva","arrastra:arrastrar_V",1,"","",""
"2748",2749,"NS_172","NS","Manner",8,"trm_voitoi","Popi sube un coche de juguete por el tejado","sube:subir_V",1,"","",""
"2487",2488,"NS_164","NS","Manner",11,"prd_balnei","Popi rueda una pelota de goma por una montaña de nieve","rueda:rodar_V",1,"","",""
"1824",1825,"56","L2","Control",8,"prm_boudun","Popi ha subido en una cuesta al lado del mar con un flotador","ha subido:subir_V",1,"","",""
"2567",2568,"NS_166","NS","Path",25,"pgm_paqtoi","Popi arrastra un regalo hasta la parte de arriba de un techo","arrastra:arrastrar_V",1,"","",""
"2228",2229,"NS_156","NS","Control",16,"tge_chagro","Popi arrastra una silla verde","arrastra:arrastrar_V",1,"","",""
"1768",1769,"54","L2","Control",18,"tre_cadgro","tiene su carretera [=carrito] de compras y baja con este en la cueva","baja:bajar_V",1,"","",""
"2197",2198,"NS_155","NS","Control",18,"prt_rourue","Popi arrastra una rueda antigua de un lado hacia el otro","arrastra:arrastrar_V%de un lado hacia el otro:de-un-lado-al-otro_PP",2,"","",""
"2533",2534,"NS_165","NS","Manner",24,"pre_pnemai","Popi rodando un neumático entra en un establo","entra en:entrar_V",1,"","",""
"3844",3845,"NS_206","NS","Manner",15,"pgm_paqdun","Popi empuja un regalo por una cuesta","empuja:empujar_V",1,"","",""
"1237",1238,"38","L2","Path",15,"prd_balnei","el hombre baja una colina de nieve con una pelota","baja:bajar_V",1,"","",""
"177",178,"6","L2","Path",11,"trd_bronei","Popi baja una montaña nevada con un carrito con rueda","baja:bajar_V",1,"","",""
"636",637,"20","L2","Manner",8,"pgm_paqtoi","Popi empuja un paquete al pico del tejado","empuja:empujar_V",1,"","",""
"3120",3121,"NS_183","NS","Manner",17,"prm_boudun","Popi asciende una colina arrastrando un flotador","asciende:ascender_V%arrastrando:arrastrando_Ger",2,"","",""
"3395",3396,"NS_191","NS","Manner",28,"pgm_paqtoi","Popi empuja un regalo por el tejado de una casa","empuja:empujar_V",1,"","",""
"1124",1125,"35","L2","Manner",1,"tgm_sactoi","Popi sube un tejado arrastrando un saco","sube:subir_V%arrastrando:arrastrando_Ger",2,"","",""
"3740",3741,"NS_203","NS","Control",10,"prt_rourou","Popi mueve la rueda a través de la carretera","mueve:mover_V%a través:a-través-de_PP",2,"","",""
"2775",2776,"NS_173","NS","Path",2,"pgt_panrue","Popi cruza manzanas en una cesta por la calle","cruza:cruzar_V",1,"","",""
"1159",1160,"36","L2","Control",3,"pre_pnegro","Popi está empujando una rueda y ha dejado en una cueva en el bosque","ha dejado:dejar_V%está empujando:empujar_V",2,"","",""
"1150",1151,"35","L2","Manner",27,"pge_tabgro","Popi empujó una mesa por el bosque y entra en una cueva","empujó:empujar_V%entra en:entrar_V",2,"","",""
"3286",3287,"NS_188","NS","Control",18,"trd_bronei","Popi ha tirado de la carretilla bajando la ladera de nieve","ha tirado de:tirar-de_V%bajando:bajando_Ger",2,"","",""
"609",610,"19","L2","Control",14,"tgm_sacdun","caminó por la colina de arena con un bolso","caminó:caminar_V",1,"","",""
"173",174,"6","L2","Path",7,"trm_voitoi","Popi sube el techo con un coche pequeño","sube:subir_V",1,"","",""
"3135",3136,"NS_183","NS","Manner",32,"pgd_valnei","Popi desciende una colina nevada empujando una maleta","desciende:descender_V%empujando:empujando_Ger",2,"","",""
"1400",1401,"43","L2","Control",13,"tge_chagro","Popi ha llevado una silla verde hacia una cueva","ha llevado:llevar_V%hacia una cueva:hacia/hasta-BOUNDARY_PP",2,"","",""
"2838",2839,"NS_174","NS","Path",32,"pgd_valnei","Popi baja por la ladera una maleta","baja:bajar_V",1,"","",""
"2453",2454,"NS_163","NS","Path",10,"prt_rourou","Popi lleva una rueda","lleva:llevar_V",1,"","",""
"3362",3363,"NS_190","NS","Control",28,"trd_bronei","Popi está arrastrando una carretilla ladera abajo desde una montaña de nieve","está arrastrando:arrastrar_V%abajo:abajo_AdvP",2,"","",""
"1647",1648,"50","L2","Control",29,"tgt_cherou","ha cruzado la carretera llevando a un caballo de juguete","ha cruzado:cruzar_V%llevando:llevando_Ger",2,"","",""
